ensembl_gene_id	mmusculus_homolog_ensembl_gene	dmelanogaster_homolog_ensembl_gene	scerevisiae_homolog_ensembl_gene
ENSG00000211968	ENSMUSG00000096767		
ENSG00000211968	ENSMUSG00000094862		
ENSG00000211968	ENSMUSG00000094198		
ENSG00000211968	ENSMUSG00000095200		
ENSG00000211968	ENSMUSG00000096649		
ENSG00000211968	ENSMUSG00000095416		
ENSG00000211968	ENSMUSG00000094689		
ENSG00000211968	ENSMUSG00000094241		
ENSG00000211968	ENSMUSG00000095554		
ENSG00000211968	ENSMUSG00000096150		
ENSG00000211968	ENSMUSG00000094051		
ENSG00000211968	ENSMUSG00000094694		
ENSG00000211968	ENSMUSG00000102888		
ENSG00000211968	ENSMUSG00000094124		
ENSG00000211968	ENSMUSG00000095204		
ENSG00000211968	ENSMUSG00000103290		
ENSG00000211968	ENSMUSG00000095589		
ENSG00000211968	ENSMUSG00000096452		
ENSG00000211968	ENSMUSG00000096078		
ENSG00000211968	ENSMUSG00000096672		
ENSG00000211968	ENSMUSG00000093955		
ENSG00000211968	ENSMUSG00000094652		
ENSG00000211968	ENSMUSG00000102313		
ENSG00000211968	ENSMUSG00000094087		
ENSG00000211968	ENSMUSG00000095642		
ENSG00000211968	ENSMUSG00000095863		
ENSG00000211968	ENSMUSG00000093896		
ENSG00000211968	ENSMUSG00000095127		
ENSG00000211968	ENSMUSG00000094509		
ENSG00000211968	ENSMUSG00000094561		
ENSG00000211968	ENSMUSG00000094546		
ENSG00000211968	ENSMUSG00000076695		
ENSG00000211968	ENSMUSG00000095889		
ENSG00000211968	ENSMUSG00000095130		
ENSG00000211968	ENSMUSG00000095519		
ENSG00000211968	ENSMUSG00000096020		
ENSG00000211968	ENSMUSG00000095442		
ENSG00000211968	ENSMUSG00000094940		
ENSG00000211968	ENSMUSG00000094088		
ENSG00000211968	ENSMUSG00000096499		
ENSG00000211968	ENSMUSG00000096074		
ENSG00000224373			
ENSG00000253742			
ENSG00000254167			
ENSG00000119638	ENSMUSG00000034290	FBgn0045980	
ENSG00000279140			
ENSG00000258701			
ENSG00000239365			
ENSG00000196183			
ENSG00000075413	ENSMUSG00000007411		
ENSG00000205978	ENSMUSG00000075592	FBgn0038769	
ENSG00000205978	ENSMUSG00000075592	FBgn0259742	
ENSG00000139899	ENSMUSG00000040380		
ENSG00000100441	ENSMUSG00000047153	FBgn0038769	
ENSG00000100441	ENSMUSG00000047153	FBgn0259742	
ENSG00000092009	ENSMUSG00000022225		
ENSG00000258657			
ENSG00000100450	ENSMUSG00000015441		
ENSG00000100450	ENSMUSG00000040284		
ENSG00000100450	ENSMUSG00000059256		
ENSG00000100450	ENSMUSG00000015443		
ENSG00000100450	ENSMUSG00000022156		
ENSG00000100448	ENSMUSG00000040314		
ENSG00000258421			
ENSG00000021645	ENSMUSG00000066392		
ENSG00000199454			
ENSG00000239438			
ENSG00000258723			
ENSG00000258719			
ENSG00000258874			
ENSG00000258478			
ENSG00000258829			
ENSG00000258419			
ENSG00000258662			
ENSG00000259106			
ENSG00000287118			
ENSG00000258637			
ENSG00000258416			
ENSG00000287913			
ENSG00000207089	ENSMUSG00000064591		
ENSG00000270975			
ENSG00000258565			
ENSG00000258967			
ENSG00000258531			
ENSG00000259062			
ENSG00000242293			
ENSG00000139990	ENSMUSG00000049106	FBgn0250755	
ENSG00000259165			
ENSG00000206768			
ENSG00000276063			
ENSG00000278587			
ENSG00000258350			
ENSG00000092140	ENSMUSG00000035293	FBgn0005683	
ENSG00000092140	ENSMUSG00000035293	FBgn0031091	
ENSG00000258648			
ENSG00000243855			
ENSG00000092108	ENSMUSG00000020952	FBgn0264978	YDR189W
ENSG00000280281			
ENSG00000140093	ENSMUSG00000061947		
ENSG00000170099	ENSMUSG00000060807		
ENSG00000197249	ENSMUSG00000079015		
ENSG00000197249	ENSMUSG00000071177		
ENSG00000197249	ENSMUSG00000066366		
ENSG00000197249	ENSMUSG00000072849		
ENSG00000197249	ENSMUSG00000071178		
ENSG00000256357			
ENSG00000186910	ENSMUSG00000063232		
ENSG00000170054	ENSMUSG00000058260		
ENSG00000165953	ENSMUSG00000041567		
ENSG00000129484	ENSMUSG00000036023		
ENSG00000133943	ENSMUSG00000021185		
ENSG00000129467	ENSMUSG00000022220		
ENSG00000227051	ENSMUSG00000094910		
ENSG00000119715	ENSMUSG00000021255	FBgn0035849	
ENSG00000168398	ENSMUSG00000021070		
ENSG00000053254	ENSMUSG00000033713		
ENSG00000157227	ENSMUSG00000000957		
ENSG00000252800			
ENSG00000258962			
ENSG00000275154			
ENSG00000260711			
ENSG00000165929	ENSMUSG00000021187		
ENSG00000100815	ENSMUSG00000021188	FBgn0027287	
ENSG00000259020			
ENSG00000183648	ENSMUSG00000113902		
ENSG00000165934	ENSMUSG00000041781	FBgn0027873	YLR115W
ENSG00000092203	ENSMUSG00000016831		
ENSG00000165819	ENSMUSG00000022160	FBgn0039139	YGL192W
ENSG00000165821	ENSMUSG00000049532	FBgn0000287	
ENSG00000165821	ENSMUSG00000049532	FBgn0261648	
ENSG00000165821	ENSMUSG00000049532	FBgn0029939	
ENSG00000257096			
ENSG00000201358	ENSMUSG00002075288		
ENSG00000251792			
ENSG00000100483	ENSMUSG00000049882		
ENSG00000100485	ENSMUSG00000034801		
ENSG00000087299	ENSMUSG00000020988	FBgn0032729	
ENSG00000264712			
ENSG00000259071			
ENSG00000258857			
ENSG00000100490	ENSMUSG00000020990		
ENSG00000092200	ENSMUSG00000057132		
ENSG00000272444			
ENSG00000259013			
ENSG00000133983	ENSMUSG00000091803		
ENSG00000258644			
ENSG00000222640			
ENSG00000213463	ENSMUSG00000090935		
ENSG00000139985	ENSMUSG00000008438	FBgn0259984	
ENSG00000139985	ENSMUSG00000008438	FBgn0259110	
ENSG00000257759			
ENSG00000252263			
ENSG00000134007	ENSMUSG00000071937	FBgn0259110	
ENSG00000134007	ENSMUSG00000046282	FBgn0259110	
ENSG00000134007	ENSMUSG00000054033	FBgn0259110	
ENSG00000274397			
ENSG00000133997	ENSMUSG00000002679	FBgn0024330	YHR058C
ENSG00000259115			
ENSG00000258951			
ENSG00000245466			
ENSG00000240837			
ENSG00000133985	ENSMUSG00000042734		YDR519W
ENSG00000275630			
ENSG00000287153			
ENSG00000287777			
ENSG00000258897			
ENSG00000223299			
ENSG00000287350			
ENSG00000258979			
ENSG00000287772			
ENSG00000280070			
ENSG00000288034			
ENSG00000259026			
ENSG00000258393			
ENSG00000006432	ENSMUSG00000042724		
ENSG00000258680			
ENSG00000270713			
ENSG00000199285			
ENSG00000100934	ENSMUSG00000020986	FBgn0262125	YPR181C
ENSG00000100934	ENSMUSG00000020986	FBgn0262125	YHR035W
ENSG00000259121			
ENSG00000258651			
ENSG00000258591			
ENSG00000182400	ENSMUSG00000020993	FBgn0266722	YOR115C
ENSG00000285830			
ENSG00000241984			
ENSG00000259083			
ENSG00000100941	ENSMUSG00000020994	FBgn0037737	
ENSG00000258671			
ENSG00000270503			
ENSG00000258940			
ENSG00000258425			
ENSG00000258976			
ENSG00000119682	ENSMUSG00000042350	FBgn0031384	
ENSG00000258439			
ENSG00000222604	ENSMUSG00002075355		
ENSG00000119616		FBgn0010520	YDR339C
ENSG00000119596	ENSMUSG00000021244	FBgn0052685	
ENSG00000131981	ENSMUSG00000050335		
ENSG00000126787	ENSMUSG00000037544	FBgn0033845	
ENSG00000258050			
ENSG00000279392			
ENSG00000271180			
ENSG00000258413			
ENSG00000178974	ENSMUSG00000037536		
ENSG00000239686			
ENSG00000278818			
ENSG00000258469			
ENSG00000258455			
ENSG00000126775	ENSMUSG00000037526	FBgn0039636	
ENSG00000259318			
ENSG00000213641			
ENSG00000271484			
ENSG00000200742			
ENSG00000072121	ENSMUSG00000066440	FBgn0051064	
ENSG00000072121	ENSMUSG00000066440	FBgn0039492	
ENSG00000258837			
ENSG00000244677			
ENSG00000243546			
ENSG00000240210			
ENSG00000258477			
ENSG00000287385			
ENSG00000258623			
ENSG00000242941			
ENSG00000287167			
ENSG00000260806			
ENSG00000259110			
ENSG00000258860			
ENSG00000240023			
ENSG00000259022			
ENSG00000259017			
ENSG00000259105			
ENSG00000258783			
ENSG00000168348	ENSMUSG00000045440	FBgn0028999	
ENSG00000253059			
ENSG00000257957			
ENSG00000258938			
ENSG00000258300			
ENSG00000100916	ENSMUSG00000012076	FBgn0030434	
ENSG00000257272			
ENSG00000257307			
ENSG00000257614			
ENSG00000257720			
ENSG00000257826			
ENSG00000022976	ENSMUSG00000021271		
ENSG00000100949	ENSMUSG00000040472	FBgn0037293	YJL031C
ENSG00000100796	ENSMUSG00000041846	FBgn0024555	YNL201C
ENSG00000140009	ENSMUSG00000021055	FBgn0035849	
ENSG00000092036	ENSMUSG00000022177		
ENSG00000139914	ENSMUSG00000022215	FBgn0035586	YGL126W
ENSG00000139914	ENSMUSG00000022215	FBgn0035586	YDR319C
ENSG00000165762	ENSMUSG00000109835		
ENSG00000165379	ENSMUSG00000035653		
ENSG00000176299	ENSMUSG00000045306		
ENSG00000169484			
ENSG00000255804			
ENSG00000176253			
ENSG00000155249	ENSMUSG00000050030		
ENSG00000169208	ENSMUSG00000094140		
ENSG00000169208	ENSMUSG00000095030		
ENSG00000197734			
ENSG00000258027			
ENSG00000278184			
ENSG00000174373	ENSMUSG00000021027	FBgn0039466	
ENSG00000012983	ENSMUSG00000034761		
ENSG00000197102	ENSMUSG00000018707	FBgn0261797	YKR054C
ENSG00000100813	ENSMUSG00000022185	FBgn0263198	
ENSG00000125954			
ENSG00000139998	ENSMUSG00000021062		
ENSG00000257365	ENSMUSG00000033373	FBgn0038424	YDL090C
ENSG00000272158			
ENSG00000266531			
ENSG00000259118			
ENSG00000172590	ENSMUSG00000010406	FBgn0033208	
ENSG00000196553	ENSMUSG00000099418		
ENSG00000177108	ENSMUSG00000048483	FBgn0042133	YLR246W
ENSG00000269883			
ENSG00000258552			
ENSG00000201384	ENSMUSG00002075155		
ENSG00000221754			
ENSG00000100577	ENSMUSG00000021033	FBgn0037697	YPL048W
ENSG00000100577	ENSMUSG00000021033	FBgn0037696	YPL048W
ENSG00000100577	ENSMUSG00000021033	FBgn0037697	YKL081W
ENSG00000100577	ENSMUSG00000021033	FBgn0037696	YKL081W
ENSG00000100577	ENSMUSG00000021033	FBgn0037697	YGR201C
ENSG00000100577	ENSMUSG00000021033	FBgn0037696	YGR201C
ENSG00000100580	ENSMUSG00000034111	FBgn0031061	
ENSG00000258510			
ENSG00000183828	ENSMUSG00000002804	FBgn0261996	YBR111C
ENSG00000183828	ENSMUSG00000002804	FBgn0261995	YBR111C
ENSG00000258500			
ENSG00000253075	ENSMUSG00002075219		
ENSG00000259031			
ENSG00000258576			
ENSG00000240179			
ENSG00000258038			
ENSG00000257523			
ENSG00000258028			
ENSG00000252065	ENSMUSG00002076868		
ENSG00000257522			
ENSG00000258107			
ENSG00000286040			
ENSG00000212518			
ENSG00000257120			
ENSG00000252686	ENSMUSG00000119411		
ENSG00000287142			
ENSG00000259116			
ENSG00000259160			
ENSG00000165807	ENSMUSG00000052221	FBgn0051391	
ENSG00000165807	ENSMUSG00000052221	FBgn0051467	
ENSG00000165807	ENSMUSG00000052221	FBgn0037826	
ENSG00000259076			
ENSG00000259010			
ENSG00000126822	ENSMUSG00000052609		
ENSG00000070182	ENSMUSG00000021061		
ENSG00000284269			
ENSG00000009830	ENSMUSG00000034126	FBgn0086368	YOR321W
ENSG00000009830	ENSMUSG00000034126	FBgn0086368	YAL023C
ENSG00000184394	ENSMUSG00000048933		
ENSG00000221977	ENSMUSG00000035626		
ENSG00000207952			
ENSG00000184887	ENSMUSG00000002803	FBgn0030228	
ENSG00000184887	ENSMUSG00000002803	FBgn0262871	
ENSG00000184887	ENSMUSG00000002803	FBgn0031098	
ENSG00000176198	ENSMUSG00000059069		
ENSG00000176198	ENSMUSG00000057179		
ENSG00000240513			
ENSG00000213867			
ENSG00000100473	ENSMUSG00000020953		
ENSG00000258525			
ENSG00000196792	ENSMUSG00000020954		YMR029C
ENSG00000258886			
ENSG00000258968			
ENSG00000258640			
ENSG00000207440	ENSMUSG00000089530		
ENSG00000202402			
ENSG00000257831			
ENSG00000199291			
ENSG00000072110	ENSMUSG00000015143	FBgn0000667	
ENSG00000258814			
ENSG00000259107			
ENSG00000185070	ENSMUSG00000047414		
ENSG00000286333			
ENSG00000273830			
ENSG00000258871			
ENSG00000285936			
ENSG00000206751			
ENSG00000176043			
ENSG00000090060	ENSMUSG00000021111	FBgn0015949	YKR002W
ENSG00000258289	ENSMUSG00000090258		
ENSG00000092208	ENSMUSG00000060121	FBgn0036850	
ENSG00000205683	ENSMUSG00000021221	FBgn0033015	YOR244W
ENSG00000205683	ENSMUSG00000021221	FBgn0030502	YOR244W
ENSG00000257115			
ENSG00000196832	ENSMUSG00000094692		
ENSG00000100836	ENSMUSG00000022194	FBgn0005648	
ENSG00000100445	ENSMUSG00000022223	FBgn0033769	
ENSG00000165553	ENSMUSG00000021032		
ENSG00000169397	ENSMUSG00000059606		
ENSG00000169397	ENSMUSG00000090166		
ENSG00000169397	ENSMUSG00000062148		
ENSG00000169397	ENSMUSG00000072596		
ENSG00000169397	ENSMUSG00000072601		
ENSG00000169397	ENSMUSG00000050766		
ENSG00000169397	ENSMUSG00000047222		
ENSG00000211780			
ENSG00000211781			
ENSG00000211782	ENSMUSG00000096397		
ENSG00000211783	ENSMUSG00000095426		
ENSG00000211783	ENSMUSG00000096149		
ENSG00000211783	ENSMUSG00000076800		
ENSG00000211784	ENSMUSG00000095088		
ENSG00000211784	ENSMUSG00000096615		
ENSG00000256474			
ENSG00000211785	ENSMUSG00000094766		
ENSG00000211785	ENSMUSG00000105533		
ENSG00000211785	ENSMUSG00000096746		
ENSG00000211785	ENSMUSG00000096138		
ENSG00000211785	ENSMUSG00000096417		
ENSG00000211785	ENSMUSG00000104620		
ENSG00000211785	ENSMUSG00000106620		
ENSG00000211785	ENSMUSG00000094023		
ENSG00000211785	ENSMUSG00000105393		
ENSG00000211785	ENSMUSG00000105080		
ENSG00000211785	ENSMUSG00000105721		
ENSG00000211785	ENSMUSG00000096908		
ENSG00000211785	ENSMUSG00000105629		
ENSG00000211785	ENSMUSG00000095736		
ENSG00000211786			
ENSG00000211787	ENSMUSG00000096397		
ENSG00000211788	ENSMUSG00000096551		
ENSG00000211788	ENSMUSG00000096106		
ENSG00000211788	ENSMUSG00000095646		
ENSG00000211788	ENSMUSG00000095607		
ENSG00000211788	ENSMUSG00000076761		
ENSG00000211788	ENSMUSG00000094792		
ENSG00000211788	ENSMUSG00000096168		
ENSG00000211789	ENSMUSG00000094766		
ENSG00000211789	ENSMUSG00000105533		
ENSG00000211789	ENSMUSG00000096746		
ENSG00000211789	ENSMUSG00000096138		
ENSG00000211789	ENSMUSG00000096417		
ENSG00000211789	ENSMUSG00000104620		
ENSG00000211789	ENSMUSG00000106620		
ENSG00000211789	ENSMUSG00000094023		
ENSG00000211789	ENSMUSG00000105393		
ENSG00000211789	ENSMUSG00000105080		
ENSG00000211789	ENSMUSG00000105721		
ENSG00000211789	ENSMUSG00000096908		
ENSG00000211789	ENSMUSG00000105629		
ENSG00000211789	ENSMUSG00000095736		
ENSG00000211790			
ENSG00000256379			
ENSG00000211791	ENSMUSG00000096551		
ENSG00000211791	ENSMUSG00000096106		
ENSG00000211791	ENSMUSG00000095646		
ENSG00000211791	ENSMUSG00000095607		
ENSG00000211791	ENSMUSG00000076761		
ENSG00000211791	ENSMUSG00000094792		
ENSG00000211791	ENSMUSG00000096168		
ENSG00000211792			
ENSG00000211793	ENSMUSG00000094176		
ENSG00000211793	ENSMUSG00000076762		
ENSG00000211793	ENSMUSG00000095126		
ENSG00000211793	ENSMUSG00000094220		
ENSG00000211793	ENSMUSG00000096600		
ENSG00000211793	ENSMUSG00000095387		
ENSG00000211793	ENSMUSG00000095756		
ENSG00000211793	ENSMUSG00000095862		
ENSG00000211793	ENSMUSG00000076764		
ENSG00000211793	ENSMUSG00000094468		
ENSG00000211793	ENSMUSG00000095370		
ENSG00000211793	ENSMUSG00000076802		
ENSG00000258482			
ENSG00000258557			
ENSG00000211794	ENSMUSG00000094766		
ENSG00000211794	ENSMUSG00000105533		
ENSG00000211794	ENSMUSG00000096746		
ENSG00000211794	ENSMUSG00000096138		
ENSG00000211794	ENSMUSG00000096417		
ENSG00000211794	ENSMUSG00000104620		
ENSG00000211794	ENSMUSG00000106620		
ENSG00000211794	ENSMUSG00000094023		
ENSG00000211794	ENSMUSG00000105393		
ENSG00000211794	ENSMUSG00000105080		
ENSG00000211794	ENSMUSG00000105721		
ENSG00000211794	ENSMUSG00000096908		
ENSG00000211794	ENSMUSG00000105629		
ENSG00000211794	ENSMUSG00000095736		
ENSG00000211795			
ENSG00000211796			
ENSG00000211797	ENSMUSG00000076770		
ENSG00000211797	ENSMUSG00000076831		
ENSG00000211797	ENSMUSG00000076821		
ENSG00000211797	ENSMUSG00000076795		
ENSG00000211798	ENSMUSG00000096825		
ENSG00000211798	ENSMUSG00000096055		
ENSG00000211798	ENSMUSG00000093915		
ENSG00000211798	ENSMUSG00000095958		
ENSG00000211798	ENSMUSG00000096129		
ENSG00000211798	ENSMUSG00000096656		
ENSG00000211798	ENSMUSG00000096531		
ENSG00000211798	ENSMUSG00000095689		
ENSG00000211798	ENSMUSG00000094607		
ENSG00000211799	ENSMUSG00000076822		
ENSG00000211799	ENSMUSG00000076855		
ENSG00000211799	ENSMUSG00000076796		
ENSG00000258705			
ENSG00000211800			
ENSG00000211801			
ENSG00000276428			
ENSG00000211802	ENSMUSG00000094758		
ENSG00000211802	ENSMUSG00000076778		
ENSG00000211802	ENSMUSG00000094779		
ENSG00000211802	ENSMUSG00000076839		
ENSG00000211802	ENSMUSG00000096038		
ENSG00000211802	ENSMUSG00000087666		
ENSG00000211802	ENSMUSG00000076846		
ENSG00000211802	ENSMUSG00000076823		
ENSG00000211802	ENSMUSG00000095643		
ENSG00000211802	ENSMUSG00000104629		
ENSG00000211802	ENSMUSG00000094562		
ENSG00000211802	ENSMUSG00000096329		
ENSG00000211803			
ENSG00000211804	ENSMUSG00000094413		
ENSG00000211804	ENSMUSG00000105953		
ENSG00000211804	ENSMUSG00000096653		
ENSG00000211804	ENSMUSG00000076848		
ENSG00000211804	ENSMUSG00000104915		
ENSG00000211804	ENSMUSG00000094016		
ENSG00000211805			
ENSG00000211806			
ENSG00000211807			
ENSG00000211808			
ENSG00000211809	ENSMUSG00000076861		
ENSG00000258835			
ENSG00000211810	ENSMUSG00000076862		
ENSG00000259092			
ENSG00000249048			
ENSG00000258905			
ENSG00000258812			
ENSG00000211812			
ENSG00000211813	ENSMUSG00000076864		
ENSG00000211814			
ENSG00000211815			
ENSG00000259068			
ENSG00000211816	ENSMUSG00000076866		
ENSG00000211817	ENSMUSG00000076866		
ENSG00000211818	ENSMUSG00000106289		
ENSG00000211819			
ENSG00000211820			
ENSG00000211896			
ENSG00000211897			
ENSG00000270371			
ENSG00000211898			
ENSG00000211899	ENSMUSG00000076617		
ENSG00000265612			
ENSG00000264024			
ENSG00000263413			
ENSG00000264781			
ENSG00000211900			
ENSG00000237111			
ENSG00000242472			
ENSG00000240041			
ENSG00000242887			
ENSG00000237547			
ENSG00000211904			
ENSG00000211905			
ENSG00000236597			
ENSG00000227335			
ENSG00000211907			
ENSG00000225825			
ENSG00000211909			
ENSG00000227196			
ENSG00000211911			
ENSG00000211912			
ENSG00000244620			
ENSG00000237020			
ENSG00000211914			
ENSG00000211915			
ENSG00000227800			
ENSG00000211917			
ENSG00000211918			
ENSG00000227108			
ENSG00000211920			
ENSG00000211921			
ENSG00000232543			
ENSG00000211925			
ENSG00000237197			
ENSG00000228131			
ENSG00000211928			
ENSG00000233655			
ENSG00000211930			
ENSG00000211931			
ENSG00000236170			
ENSG00000211933			
ENSG00000254279			
ENSG00000225200			
ENSG00000211934	ENSMUSG00000076688		
ENSG00000211934	ENSMUSG00000096577		
ENSG00000211934	ENSMUSG00000076666		
ENSG00000211934	ENSMUSG00000095859		
ENSG00000211934	ENSMUSG00000095197		
ENSG00000211934	ENSMUSG00000076710		
ENSG00000211934	ENSMUSG00000095583		
ENSG00000211934	ENSMUSG00000094075		
ENSG00000211934	ENSMUSG00000094502		
ENSG00000211934	ENSMUSG00000095761		
ENSG00000211934	ENSMUSG00000076709		
ENSG00000211934	ENSMUSG00000095923		
ENSG00000211934	ENSMUSG00000093894		
ENSG00000211934	ENSMUSG00000096410		
ENSG00000211934	ENSMUSG00000096326		
ENSG00000211934	ENSMUSG00000094787		
ENSG00000211934	ENSMUSG00000103254		
ENSG00000211934	ENSMUSG00000096767		
ENSG00000211934	ENSMUSG00000094862		
ENSG00000211934	ENSMUSG00000094198		
ENSG00000211934	ENSMUSG00000095200		
ENSG00000211934	ENSMUSG00000096649		
ENSG00000211934	ENSMUSG00000095416		
ENSG00000211934	ENSMUSG00000094689		
ENSG00000211934	ENSMUSG00000094241		
ENSG00000211934	ENSMUSG00000095554		
ENSG00000211934	ENSMUSG00000096150		
ENSG00000211934	ENSMUSG00000094051		
ENSG00000211934	ENSMUSG00000094694		
ENSG00000211934	ENSMUSG00000102888		
ENSG00000211934	ENSMUSG00000094124		
ENSG00000211934	ENSMUSG00000095204		
ENSG00000211934	ENSMUSG00000103290		
ENSG00000211934	ENSMUSG00000095589		
ENSG00000211934	ENSMUSG00000096452		
ENSG00000211934	ENSMUSG00000096078		
ENSG00000211934	ENSMUSG00000096672		
ENSG00000211934	ENSMUSG00000093955		
ENSG00000211934	ENSMUSG00000094652		
ENSG00000211934	ENSMUSG00000102313		
ENSG00000211934	ENSMUSG00000094087		
ENSG00000211934	ENSMUSG00000095642		
ENSG00000211934	ENSMUSG00000095863		
ENSG00000211934	ENSMUSG00000093896		
ENSG00000211934	ENSMUSG00000095127		
ENSG00000211934	ENSMUSG00000094509		
ENSG00000211934	ENSMUSG00000094561		
ENSG00000211934	ENSMUSG00000094546		
ENSG00000211934	ENSMUSG00000076695		
ENSG00000211934	ENSMUSG00000095889		
ENSG00000211934	ENSMUSG00000095130		
ENSG00000211934	ENSMUSG00000095519		
ENSG00000211934	ENSMUSG00000096020		
ENSG00000211934	ENSMUSG00000095442		
ENSG00000211934	ENSMUSG00000094940		
ENSG00000211934	ENSMUSG00000094088		
ENSG00000211934	ENSMUSG00000096499		
ENSG00000211934	ENSMUSG00000096074		
ENSG00000253780			
ENSG00000211935	ENSMUSG00000076688		
ENSG00000211935	ENSMUSG00000096577		
ENSG00000211935	ENSMUSG00000076666		
ENSG00000211935	ENSMUSG00000095859		
ENSG00000211935	ENSMUSG00000095197		
ENSG00000211935	ENSMUSG00000076710		
ENSG00000211935	ENSMUSG00000095583		
ENSG00000211935	ENSMUSG00000094075		
ENSG00000211935	ENSMUSG00000094502		
ENSG00000211935	ENSMUSG00000095761		
ENSG00000211935	ENSMUSG00000076709		
ENSG00000211935	ENSMUSG00000095923		
ENSG00000211935	ENSMUSG00000093894		
ENSG00000211935	ENSMUSG00000096410		
ENSG00000211935	ENSMUSG00000096326		
ENSG00000211935	ENSMUSG00000094787		
ENSG00000211935	ENSMUSG00000103254		
ENSG00000211935	ENSMUSG00000096767		
ENSG00000211935	ENSMUSG00000094862		
ENSG00000211935	ENSMUSG00000094198		
ENSG00000211935	ENSMUSG00000095200		
ENSG00000211935	ENSMUSG00000096649		
ENSG00000211935	ENSMUSG00000095416		
ENSG00000211935	ENSMUSG00000094689		
ENSG00000211935	ENSMUSG00000094241		
ENSG00000211935	ENSMUSG00000095554		
ENSG00000211935	ENSMUSG00000096150		
ENSG00000211935	ENSMUSG00000094051		
ENSG00000211935	ENSMUSG00000094694		
ENSG00000211935	ENSMUSG00000102888		
ENSG00000211935	ENSMUSG00000094124		
ENSG00000211935	ENSMUSG00000095204		
ENSG00000211935	ENSMUSG00000103290		
ENSG00000211935	ENSMUSG00000095589		
ENSG00000211935	ENSMUSG00000096452		
ENSG00000211935	ENSMUSG00000096078		
ENSG00000211935	ENSMUSG00000096672		
ENSG00000211935	ENSMUSG00000093955		
ENSG00000211935	ENSMUSG00000094652		
ENSG00000211935	ENSMUSG00000102313		
ENSG00000211935	ENSMUSG00000094087		
ENSG00000211935	ENSMUSG00000095642		
ENSG00000211935	ENSMUSG00000095863		
ENSG00000211935	ENSMUSG00000093896		
ENSG00000211935	ENSMUSG00000095127		
ENSG00000211935	ENSMUSG00000094509		
ENSG00000211935	ENSMUSG00000094561		
ENSG00000211935	ENSMUSG00000094546		
ENSG00000211935	ENSMUSG00000076695		
ENSG00000211935	ENSMUSG00000095889		
ENSG00000211935	ENSMUSG00000095130		
ENSG00000211935	ENSMUSG00000095519		
ENSG00000211935	ENSMUSG00000096020		
ENSG00000211935	ENSMUSG00000095442		
ENSG00000211935	ENSMUSG00000094940		
ENSG00000211935	ENSMUSG00000094088		
ENSG00000211935	ENSMUSG00000096499		
ENSG00000211935	ENSMUSG00000096074		
ENSG00000276775			
ENSG00000282122	ENSMUSG00000094322		
ENSG00000282122	ENSMUSG00000094102		
ENSG00000282122	ENSMUSG00000096459		
ENSG00000282122	ENSMUSG00000096805		
ENSG00000211937	ENSMUSG00000104452		
ENSG00000211937	ENSMUSG00000076733		
ENSG00000211937	ENSMUSG00000095117		
ENSG00000211937	ENSMUSG00000096355		
ENSG00000211937	ENSMUSG00000102364		
ENSG00000211937	ENSMUSG00000095170		
ENSG00000211937	ENSMUSG00000094505		
ENSG00000211937	ENSMUSG00000076731		
ENSG00000211937	ENSMUSG00000102301		
ENSG00000253387			
ENSG00000254053			
ENSG00000253763			
ENSG00000211938			
ENSG00000199480			
ENSG00000254329			
ENSG00000211970			
ENSG00000253132			
ENSG00000253747			
ENSG00000253936			
ENSG00000223648			
ENSG00000253209			
ENSG00000253169			
ENSG00000211972			
ENSG00000253274			
ENSG00000223506			
ENSG00000253820			
ENSG00000254036			
ENSG00000253635			
ENSG00000254052			
ENSG00000253703			
ENSG00000211973	ENSMUSG00000076688		
ENSG00000211973	ENSMUSG00000096577		
ENSG00000211973	ENSMUSG00000076666		
ENSG00000211973	ENSMUSG00000095859		
ENSG00000211973	ENSMUSG00000095197		
ENSG00000211973	ENSMUSG00000076710		
ENSG00000211973	ENSMUSG00000095583		
ENSG00000211973	ENSMUSG00000094075		
ENSG00000211973	ENSMUSG00000094502		
ENSG00000211973	ENSMUSG00000095761		
ENSG00000211973	ENSMUSG00000076709		
ENSG00000211973	ENSMUSG00000095923		
ENSG00000211973	ENSMUSG00000093894		
ENSG00000211973	ENSMUSG00000096410		
ENSG00000211973	ENSMUSG00000096326		
ENSG00000211973	ENSMUSG00000094787		
ENSG00000211973	ENSMUSG00000103254		
ENSG00000211973	ENSMUSG00000096767		
ENSG00000211973	ENSMUSG00000094862		
ENSG00000211973	ENSMUSG00000094198		
ENSG00000211973	ENSMUSG00000095200		
ENSG00000211973	ENSMUSG00000096649		
ENSG00000211973	ENSMUSG00000095416		
ENSG00000211973	ENSMUSG00000094689		
ENSG00000211973	ENSMUSG00000094241		
ENSG00000211973	ENSMUSG00000095554		
ENSG00000211973	ENSMUSG00000096150		
ENSG00000211973	ENSMUSG00000094051		
ENSG00000211973	ENSMUSG00000094694		
ENSG00000211973	ENSMUSG00000102888		
ENSG00000211973	ENSMUSG00000094124		
ENSG00000211973	ENSMUSG00000095204		
ENSG00000211973	ENSMUSG00000103290		
ENSG00000211973	ENSMUSG00000095589		
ENSG00000211973	ENSMUSG00000096452		
ENSG00000211973	ENSMUSG00000096078		
ENSG00000211973	ENSMUSG00000096672		
ENSG00000211973	ENSMUSG00000093955		
ENSG00000211973	ENSMUSG00000094652		
ENSG00000211973	ENSMUSG00000102313		
ENSG00000211973	ENSMUSG00000094087		
